"SAMPLEID","StationCode","SiteDate","PerSampID","RepNum","taxacount","BC_1.pt","BC_2.pt","BC_3.pt","BC_4.pt","BC_5.pt","TROPHIC_1.pt","TROPHIC_2.pt","TROPHIC_3.pt","TROPHIC_4.pt","TROPHIC_5.pt","TROPHIC_6.pt","TROPHIC_7.pt","SAP_1.pt","SAP_2.pt","SAP_3.pt","SAP_4.pt","SAP_5.pt","PT_1.pt","PT_2.pt","PT_3.pt","PT_4.pt","PT_5.pt","O_1.pt","O_2.pt","O_3.pt","O_4.pt","O_5.pt","SALINITY_1.pt","SALINITY_2.pt","SALINITY_3.pt","SALINITY_4.pt","Bahls_1.pt","Bahls_2.pt","Bahls_3.pt","LOW_P.pt","HIGH_P.pt","LOW_N.pt","HIGH_N.pt","BENTHIC_HABIT.pt","SESTONIC_HABIT.pt","N_FIXER.pt","NON_N_FIXER.pt","NON_MOTILE.pt","WEAKLY_MOTILE.pt","SLIGHTLY_MOTILE.pt","MODERATELY_MOTILE.pt","HIGHLY_MOTILE.pt","VERY_SMALL.pt","SMALL.pt","MEDIUM.pt","BIG.pt","VERY_BIG.pt","ACHNANTHIDIUM.pt","ACHNANTHIDIAE.pt","BACILLARIACEAE.pt","NAVICULA.pt","STALKED.pt","ADNATE.pt","HIGHLY_MOTILE.1.pt","ARAPHID.pt","CENTRIC.pt"
"179_0","MRC0115","MRC0115_2007_8_30",179,0,53,0.132075471698113,0.169811320754717,0.226415094339623,0.320754716981132,0.132075471698113,0.0377358490566038,0.0566037735849057,0.0566037735849057,0.0943396226415094,0.339622641509434,0.0188679245283019,0.150943396226415,0.150943396226415,0.283018867924528,0.207547169811321,0.0754716981132075,0.0188679245283019,0.0566037735849057,0.0943396226415094,0.0188679245283019,0.113207547169811,0.0377358490566038,0.264150943396226,0.132075471698113,0.188679245283019,0.0754716981132075,0,0.113207547169811,0.660377358490566,0.0754716981132075,0,0.0754716981132075,0.226415094339623,0.264150943396226,0.169811320754717,0.226415094339623,0.226415094339623,0.339622641509434,0.962264150943396,0.0377358490566038,0,0.981132075471698,0.188679245283019,0.0566037735849057,0.226415094339623,0.358490566037736,0.169811320754717,0.245283018867925,0.415094339622642,0.188679245283019,0.0754716981132075,0,0.0566037735849057,0.150943396226415,0.150943396226415,0.169811320754717,0.0943396226415094,0.150943396226415,0.452830188679245,0.169811320754717,0.0188679245283019
"180_0","MRW69","MRW69_2007_9_4",180,0,45,0.0888888888888889,0.2,0.333333333333333,0.244444444444444,0.133333333333333,0.0444444444444444,0,0.0444444444444444,0.155555555555556,0.311111111111111,0.0222222222222222,0.177777777777778,0.0888888888888889,0.4,0.177777777777778,0.0666666666666667,0.0222222222222222,0.0666666666666667,0.0666666666666667,0.0222222222222222,0.177777777777778,0.0666666666666667,0.244444444444444,0.2,0.133333333333333,0.0444444444444444,0,0.0888888888888889,0.711111111111111,0.0666666666666667,0,0.0888888888888889,0.177777777777778,0.333333333333333,0.177777777777778,0.222222222222222,0.244444444444444,0.377777777777778,0.977777777777778,0.0222222222222222,0,1,0.222222222222222,0.0444444444444444,0.177777777777778,0.333333333333333,0.222222222222222,0.2,0.422222222222222,0.2,0.0888888888888889,0,0.0222222222222222,0.0888888888888889,0.222222222222222,0.0888888888888889,0.133333333333333,0.0888888888888889,0.444444444444444,0.222222222222222,0
"181_0","MRW18","MRW18_2007_9_5",181,0,40,0.1,0.15,0.25,0.3,0.175,0.025,0,0.1,0.1,0.325,0.05,0.125,0.075,0.35,0.2,0.075,0.025,0.075,0.1,0,0.15,0.05,0.15,0.2,0.175,0.05,0,0.1,0.65,0.075,0,0.125,0.2,0.35,0.15,0.25,0.25,0.4,0.95,0.05,0.025,0.975,0.125,0.05,0.225,0.375,0.225,0.225,0.5,0.15,0.075,0,0.025,0.1,0.175,0.175,0.15,0.1,0.475,0.1,0.025
"182_0","MRW67","MRW67_2007_9_10",182,0,40,0.125,0.2,0.25,0.275,0.125,0.05,0.05,0.075,0.1,0.35,0.025,0.1,0.175,0.25,0.25,0,0.025,0.025,0.125,0,0.125,0.1,0.3,0.125,0.175,0.025,0,0.15,0.55,0.075,0,0.05,0.2,0.375,0.2,0.225,0.3,0.3,0.975,0.025,0.025,0.95,0.125,0.05,0.1,0.425,0.3,0.125,0.45,0.225,0.1,0,0.025,0.075,0.275,0.175,0.15,0.1,0.6,0.125,0
"183_0","MRW45","MRW45_2007_9_11",183,0,38,0.0789473684210526,0.184210526315789,0.263157894736842,0.368421052631579,0.0789473684210526,0.0263157894736842,0,0.0526315789473684,0.0526315789473684,0.421052631578947,0.0263157894736842,0.131578947368421,0.0526315789473684,0.315789473684211,0.289473684210526,0.0789473684210526,0.0263157894736842,0.0789473684210526,0.131578947368421,0,0.210526315789474,0.0263157894736842,0.184210526315789,0.157894736842105,0.236842105263158,0.0789473684210526,0,0.0789473684210526,0.605263157894737,0.105263157894737,0,0.105263157894737,0.315789473684211,0.289473684210526,0.131578947368421,0.236842105263158,0.184210526315789,0.368421052631579,0.947368421052632,0.0526315789473684,0,1,0.131578947368421,0.0526315789473684,0.184210526315789,0.447368421052632,0.184210526315789,0.157894736842105,0.447368421052632,0.263157894736842,0.0789473684210526,0,0.0263157894736842,0.0789473684210526,0.157894736842105,0.263157894736842,0.105263157894737,0.105263157894737,0.526315789473684,0.105263157894737,0.0263157894736842
"183_1","MRW45","MRW45_2007_9_11_Rep",183,1,42,0.0714285714285714,0.19047619047619,0.19047619047619,0.357142857142857,0.142857142857143,0.0238095238095238,0,0.0714285714285714,0.0476190476190476,0.380952380952381,0.0476190476190476,0.119047619047619,0.119047619047619,0.30952380952381,0.238095238095238,0.0714285714285714,0.0238095238095238,0.0952380952380952,0.0952380952380952,0.0238095238095238,0.142857142857143,0.0952380952380952,0.261904761904762,0.19047619047619,0.142857142857143,0.0714285714285714,0,0.0952380952380952,0.69047619047619,0.0476190476190476,0,0.119047619047619,0.214285714285714,0.285714285714286,0.142857142857143,0.214285714285714,0.166666666666667,0.357142857142857,0.952380952380952,0.0476190476190476,0,1,0.119047619047619,0.0476190476190476,0.214285714285714,0.428571428571429,0.19047619047619,0.142857142857143,0.476190476190476,0.214285714285714,0.0952380952380952,0,0.0238095238095238,0.0714285714285714,0.166666666666667,0.19047619047619,0.214285714285714,0.0952380952380952,0.476190476190476,0.0952380952380952,0.0238095238095238
"184_0","MRE1","MRE1_2007_9_17",184,0,41,0.0731707317073171,0.170731707317073,0.219512195121951,0.341463414634146,0.170731707317073,0.0731707317073171,0.0487804878048781,0.0487804878048781,0.0731707317073171,0.341463414634146,0.0487804878048781,0.195121951219512,0.0975609756097561,0.365853658536585,0.195121951219512,0.121951219512195,0.0487804878048781,0.0975609756097561,0.0975609756097561,0.024390243902439,0.170731707317073,0.0731707317073171,0.170731707317073,0.170731707317073,0.268292682926829,0.0731707317073171,0.024390243902439,0.0731707317073171,0.707317073170732,0.0731707317073171,0.024390243902439,0.146341463414634,0.268292682926829,0.24390243902439,0.0975609756097561,0.268292682926829,0.146341463414634,0.463414634146341,0.951219512195122,0.0487804878048781,0,1,0.195121951219512,0.0487804878048781,0.195121951219512,0.341463414634146,0.219512195121951,0.170731707317073,0.463414634146341,0.170731707317073,0.121951219512195,0,0.024390243902439,0.0731707317073171,0.195121951219512,0.0975609756097561,0.121951219512195,0.0975609756097561,0.463414634146341,0.146341463414634,0.0487804878048781
"185_0","MRE0023","MRE0023_2007_9_18",185,0,39,0.0512820512820513,0.128205128205128,0.205128205128205,0.461538461538462,0.153846153846154,0.0512820512820513,0,0.0256410256410256,0.102564102564103,0.41025641025641,0,0.128205128205128,0.0512820512820513,0.358974358974359,0.282051282051282,0.102564102564103,0,0.0769230769230769,0.128205128205128,0.0256410256410256,0.179487179487179,0.102564102564103,0.205128205128205,0.179487179487179,0.205128205128205,0.128205128205128,0,0.0512820512820513,0.641025641025641,0.102564102564103,0.0256410256410256,0.0769230769230769,0.205128205128205,0.205128205128205,0.0512820512820513,0.282051282051282,0.102564102564103,0.487179487179487,1,0,0,1,0.0256410256410256,0.0256410256410256,0.307692307692308,0.435897435897436,0.205128205128205,0.153846153846154,0.512820512820513,0.230769230769231,0.0512820512820513,0,0.0256410256410256,0.0769230769230769,0.179487179487179,0.179487179487179,0.179487179487179,0.128205128205128,0.538461538461538,0.0256410256410256,0
"186_0","MRE7","MRE7_2007_9_18",186,0,34,0.0294117647058824,0.205882352941176,0.235294117647059,0.323529411764706,0.117647058823529,0.0588235294117647,0,0,0.0882352941176471,0.323529411764706,0.0588235294117647,0.176470588235294,0.0588235294117647,0.294117647058824,0.235294117647059,0.117647058823529,0.0294117647058824,0.117647058823529,0.0882352941176471,0,0.205882352941176,0.0588235294117647,0.205882352941176,0.205882352941176,0.205882352941176,0.0588235294117647,0,0.0882352941176471,0.705882352941177,0,0,0.117647058823529,0.205882352941176,0.323529411764706,0.117647058823529,0.264705882352941,0.176470588235294,0.411764705882353,1,0,0.0294117647058824,0.970588235294118,0.0588235294117647,0.0294117647058824,0.323529411764706,0.5,0.0882352941176471,0.176470588235294,0.529411764705882,0.205882352941176,0.0588235294117647,0,0.0588235294117647,0.117647058823529,0.117647058823529,0.235294117647059,0.205882352941176,0.147058823529412,0.470588235294118,0.0588235294117647,0
"187_0","MREI1","MREI1_2007_9_19",187,0,41,0.0731707317073171,0.195121951219512,0.24390243902439,0.317073170731707,0.170731707317073,0.024390243902439,0.0487804878048781,0.024390243902439,0.0975609756097561,0.365853658536585,0.024390243902439,0.195121951219512,0.0487804878048781,0.365853658536585,0.219512195121951,0.170731707317073,0,0.0731707317073171,0.0975609756097561,0,0.195121951219512,0.0975609756097561,0.195121951219512,0.24390243902439,0.219512195121951,0.0731707317073171,0.024390243902439,0,0.75609756097561,0.0731707317073171,0,0.0975609756097561,0.219512195121951,0.317073170731707,0.195121951219512,0.268292682926829,0.24390243902439,0.390243902439024,0.926829268292683,0.0731707317073171,0.024390243902439,0.975609756097561,0.195121951219512,0.0975609756097561,0.219512195121951,0.317073170731707,0.170731707317073,0.219512195121951,0.414634146341463,0.195121951219512,0.0731707317073171,0,0.0487804878048781,0.0975609756097561,0.195121951219512,0.121951219512195,0.146341463414634,0.121951219512195,0.414634146341463,0.146341463414634,0.0487804878048781
"188_0","MRE11","MRE11_2007_9_25",188,0,30,0.2,0.1,0.266666666666667,0.3,0.1,0,0,0.1,0.133333333333333,0.366666666666667,0.0333333333333333,0.133333333333333,0.166666666666667,0.333333333333333,0.266666666666667,0.0666666666666667,0.0333333333333333,0.0666666666666667,0.1,0.0333333333333333,0.2,0.0666666666666667,0.233333333333333,0.133333333333333,0.333333333333333,0.0333333333333333,0,0.0666666666666667,0.8,0.0666666666666667,0,0.0666666666666667,0.366666666666667,0.233333333333333,0.1,0.233333333333333,0.166666666666667,0.366666666666667,0.966666666666667,0.0333333333333333,0.0666666666666667,0.933333333333333,0.0666666666666667,0.0666666666666667,0.2,0.466666666666667,0.2,0.2,0.5,0.1,0.1,0,0.0333333333333333,0.0666666666666667,0.233333333333333,0.166666666666667,0.0333333333333333,0.1,0.666666666666667,0.0333333333333333,0.0333333333333333
"189_0","MRE0024","MRE0024_2007_9_25",189,0,43,0.0930232558139535,0.13953488372093,0.232558139534884,0.372093023255814,0.0930232558139535,0.0232558139534884,0.0232558139534884,0.0697674418604651,0.13953488372093,0.302325581395349,0.0232558139534884,0.116279069767442,0.116279069767442,0.348837209302326,0.27906976744186,0.0930232558139535,0,0.0697674418604651,0.0697674418604651,0.0232558139534884,0.186046511627907,0.13953488372093,0.255813953488372,0.209302325581395,0.255813953488372,0.0465116279069767,0,0.0697674418604651,0.720930232558139,0.0465116279069767,0,0.0697674418604651,0.232558139534884,0.302325581395349,0.13953488372093,0.232558139534884,0.186046511627907,0.372093023255814,1,0,0,1,0.0697674418604651,0.0697674418604651,0.209302325581395,0.534883720930233,0.116279069767442,0.186046511627907,0.488372093023256,0.186046511627907,0.0930232558139535,0,0.0232558139534884,0.0465116279069767,0.116279069767442,0.209302325581395,0.13953488372093,0.0930232558139535,0.558139534883721,0.0697674418604651,0
"190_0","NGP0211","NGP0211_2007_9_26",190,0,39,0.0512820512820513,0.0769230769230769,0.128205128205128,0.435897435897436,0.256410256410256,0,0,0.0512820512820513,0.0512820512820513,0.41025641025641,0,0,0.0769230769230769,0.256410256410256,0.230769230769231,0.0256410256410256,0.0256410256410256,0,0.0512820512820513,0.0512820512820513,0.128205128205128,0.0256410256410256,0.0769230769230769,0.128205128205128,0.282051282051282,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.333333333333333,0.205128205128205,0.153846153846154,0.0512820512820513,0.282051282051282,0.179487179487179,0.0769230769230769,0.307692307692308,0.102564102564103,0.333333333333333,0.948717948717949,0.0512820512820513,0.0512820512820513,0.948717948717949,0.128205128205128,0.0256410256410256,0.0512820512820513,0.538461538461538,0.256410256410256,0.0769230769230769,0.282051282051282,0.307692307692308,0.153846153846154,0.0512820512820513,0,0,0.205128205128205,0.256410256410256,0.0769230769230769,0.0256410256410256,0.717948717948718,0.102564102564103,0.0256410256410256
"191_0","WB0230","WB0230_2007_10_9",191,0,30,0.0333333333333333,0.1,0.2,0.3,0.233333333333333,0,0,0.0333333333333333,0.0333333333333333,0.433333333333333,0,0.166666666666667,0.1,0.3,0.3,0.0666666666666667,0,0.0333333333333333,0.0666666666666667,0.0333333333333333,0.166666666666667,0.0333333333333333,0.133333333333333,0.133333333333333,0.266666666666667,0.0666666666666667,0,0.0333333333333333,0.5,0.166666666666667,0.133333333333333,0.133333333333333,0.233333333333333,0.2,0.0666666666666667,0.3,0.133333333333333,0.366666666666667,0.966666666666667,0.0333333333333333,0,1,0.1,0.0333333333333333,0.233333333333333,0.266666666666667,0.366666666666667,0.2,0.333333333333333,0.166666666666667,0.1,0,0.0666666666666667,0.1,0.366666666666667,0.2,0.0666666666666667,0.133333333333333,0.633333333333333,0.1,0
"191_1","WB0230","WB0230_2007_10_9_Rep",191,1,31,0.032258064516129,0.0967741935483871,0.225806451612903,0.354838709677419,0.161290322580645,0,0,0.0645161290322581,0.0645161290322581,0.32258064516129,0.032258064516129,0.0645161290322581,0.032258064516129,0.32258064516129,0.258064516129032,0.0645161290322581,0.032258064516129,0.0967741935483871,0.032258064516129,0.032258064516129,0.129032258064516,0.0645161290322581,0.129032258064516,0.0967741935483871,0.258064516129032,0.0645161290322581,0,0,0.483870967741935,0.193548387096774,0.0967741935483871,0.225806451612903,0.193548387096774,0.129032258064516,0.0645161290322581,0.290322580645161,0.0967741935483871,0.354838709677419,0.967741935483871,0.032258064516129,0.032258064516129,0.967741935483871,0.129032258064516,0.0645161290322581,0.161290322580645,0.258064516129032,0.387096774193548,0.161290322580645,0.419354838709677,0.161290322580645,0.0967741935483871,0.032258064516129,0.032258064516129,0.032258064516129,0.419354838709677,0.0967741935483871,0.0645161290322581,0.0645161290322581,0.67741935483871,0.129032258064516,0
"192_0","MRC24","MRC24_2007_10_10",192,0,32,0.125,0.28125,0.28125,0.21875,0.0625,0.03125,0,0.0625,0.125,0.3125,0.03125,0.1875,0.0625,0.40625,0.1875,0.03125,0.03125,0.03125,0.0625,0,0.21875,0.09375,0.25,0.15625,0.15625,0,0,0.03125,0.6875,0.0625,0,0.0625,0.21875,0.3125,0.28125,0.125,0.375,0.3125,1,0,0.03125,0.96875,0.1875,0.0625,0.28125,0.3125,0.15625,0.28125,0.4375,0.125,0.0625,0.03125,0.0625,0.09375,0.15625,0.125,0.125,0.15625,0.46875,0.1875,0
"193_0","MRC18","MRC18_2007_10_17",193,0,11,0.0909090909090909,0.181818181818182,0.545454545454545,0.181818181818182,0,0,0,0.0909090909090909,0,0.545454545454545,0,0.181818181818182,0.0909090909090909,0.636363636363636,0.0909090909090909,0,0,0,0,0,0.363636363636364,0.181818181818182,0.454545454545455,0.181818181818182,0.0909090909090909,0,0,0.0909090909090909,0.636363636363636,0.0909090909090909,0,0,0,0.545454545454545,0.363636363636364,0.0909090909090909,0.454545454545455,0.363636363636364,1,0,0,1,0.0909090909090909,0.181818181818182,0.454545454545455,0.272727272727273,0,0.272727272727273,0.545454545454545,0.181818181818182,0,0,0.181818181818182,0.181818181818182,0,0,0.272727272727273,0.363636363636364,0.181818181818182,0.0909090909090909,0
"194_0","WB0292","WB0292_2007_10_24",194,0,24,0.0416666666666667,0.166666666666667,0.333333333333333,0.375,0.0416666666666667,0.0416666666666667,0,0.0833333333333333,0.166666666666667,0.5,0,0.125,0.0833333333333333,0.583333333333333,0.25,0,0,0,0.0833333333333333,0,0.333333333333333,0.125,0.291666666666667,0.333333333333333,0.166666666666667,0,0,0.0833333333333333,0.708333333333333,0.125,0,0,0.291666666666667,0.5,0.208333333333333,0.125,0.25,0.375,0.958333333333333,0.0416666666666667,0,1,0.208333333333333,0.0416666666666667,0.208333333333333,0.333333333333333,0.208333333333333,0.125,0.583333333333333,0.208333333333333,0.0416666666666667,0,0.0416666666666667,0.0416666666666667,0.208333333333333,0.166666666666667,0.208333333333333,0.0833333333333333,0.458333333333333,0.208333333333333,0
"194_1","WB0292","WB0292_2007_10_24_Rep",194,1,44,0.0681818181818182,0.227272727272727,0.272727272727273,0.272727272727273,0.136363636363636,0.0227272727272727,0.0227272727272727,0.0454545454545455,0.113636363636364,0.318181818181818,0.0454545454545455,0.204545454545455,0.0454545454545455,0.363636363636364,0.204545454545455,0.113636363636364,0.0227272727272727,0.0909090909090909,0.0909090909090909,0,0.227272727272727,0.0454545454545455,0.113636363636364,0.25,0.204545454545455,0.0681818181818182,0,0.0454545454545455,0.75,0.0681818181818182,0,0.136363636363636,0.227272727272727,0.318181818181818,0.181818181818182,0.227272727272727,0.272727272727273,0.409090909090909,0.977272727272727,0.0227272727272727,0.0454545454545455,0.954545454545455,0.159090909090909,0.0681818181818182,0.272727272727273,0.318181818181818,0.181818181818182,0.181818181818182,0.431818181818182,0.227272727272727,0.113636363636364,0.0227272727272727,0.0454545454545455,0.113636363636364,0.159090909090909,0.0909090909090909,0.159090909090909,0.159090909090909,0.409090909090909,0.136363636363636,0.0227272727272727
"195_0","MRE13","MRE13_2007_10_30",195,0,42,0.0714285714285714,0.142857142857143,0.333333333333333,0.30952380952381,0.0952380952380952,0.0238095238095238,0.0476190476190476,0.0476190476190476,0.142857142857143,0.404761904761905,0,0.119047619047619,0.0476190476190476,0.5,0.19047619047619,0.0714285714285714,0,0.0238095238095238,0.0952380952380952,0,0.238095238095238,0.0952380952380952,0.0952380952380952,0.357142857142857,0.19047619047619,0.0238095238095238,0,0.0714285714285714,0.714285714285714,0.0952380952380952,0,0.0714285714285714,0.238095238095238,0.380952380952381,0.238095238095238,0.142857142857143,0.238095238095238,0.357142857142857,0.952380952380952,0.0476190476190476,0.0476190476190476,0.952380952380952,0.214285714285714,0.0714285714285714,0.214285714285714,0.30952380952381,0.19047619047619,0.119047619047619,0.428571428571429,0.214285714285714,0.142857142857143,0.0238095238095238,0.0238095238095238,0.0714285714285714,0.142857142857143,0.142857142857143,0.166666666666667,0.119047619047619,0.476190476190476,0.19047619047619,0.0238095238095238
"196_0","MRWI41","MRWI41_2007_9_25",196,0,50,0.12,0.24,0.3,0.18,0.08,0.06,0.06,0.04,0.06,0.28,0.02,0.14,0.06,0.3,0.18,0.04,0.02,0.02,0.06,0.02,0.1,0.04,0.18,0.08,0.16,0.02,0.02,0.1,0.48,0.1,0,0.04,0.2,0.3,0.22,0.16,0.3,0.26,0.94,0.06,0,1,0.2,0.08,0.14,0.42,0.16,0.2,0.38,0.24,0.06,0.02,0.04,0.1,0.12,0.14,0.22,0.12,0.38,0.16,0.04
"197_0","WB47","WB47_2007_10_1",197,0,35,0.0857142857142857,0.257142857142857,0.228571428571429,0.257142857142857,0.0571428571428571,0.0285714285714286,0,0,0.0857142857142857,0.342857142857143,0.0285714285714286,0.142857142857143,0.0857142857142857,0.371428571428571,0.171428571428571,0.0285714285714286,0.0285714285714286,0.0571428571428571,0.0571428571428571,0,0.171428571428571,0.0571428571428571,0.2,0.142857142857143,0.171428571428571,0.0571428571428571,0,0,0.514285714285714,0.142857142857143,0,0.0571428571428571,0.257142857142857,0.257142857142857,0.0857142857142857,0.228571428571429,0.228571428571429,0.314285714285714,0.971428571428571,0.0285714285714286,0.0571428571428571,0.942857142857143,0.142857142857143,0.0285714285714286,0.171428571428571,0.485714285714286,0.171428571428571,0.171428571428571,0.514285714285714,0.2,0.0571428571428571,0,0.0285714285714286,0.0857142857142857,0.171428571428571,0.2,0.2,0.114285714285714,0.485714285714286,0.142857142857143,0
"198_0","MRW0161","MRW0161_2007_10_2",198,0,37,0.0540540540540541,0.216216216216216,0.27027027027027,0.243243243243243,0.135135135135135,0.027027027027027,0.027027027027027,0.0540540540540541,0.0810810810810811,0.351351351351351,0.0540540540540541,0.0810810810810811,0.0810810810810811,0.405405405405405,0.162162162162162,0.108108108108108,0.027027027027027,0.135135135135135,0.0540540540540541,0,0.162162162162162,0.0540540540540541,0.216216216216216,0.135135135135135,0.162162162162162,0.0810810810810811,0,0.0810810810810811,0.648648648648649,0.108108108108108,0,0.162162162162162,0.324324324324324,0.243243243243243,0.189189189189189,0.324324324324324,0.216216216216216,0.378378378378378,0.972972972972973,0.027027027027027,0.0540540540540541,0.945945945945946,0.0540540540540541,0.0540540540540541,0.27027027027027,0.378378378378378,0.243243243243243,0.243243243243243,0.405405405405405,0.27027027027027,0.027027027027027,0,0.027027027027027,0.0540540540540541,0.243243243243243,0.108108108108108,0.243243243243243,0.0810810810810811,0.513513513513513,0.0540540540540541,0
"199_0","MRW0140","MRW0140_2007_10_8",199,0,49,0.0816326530612245,0.0816326530612245,0.26530612244898,0.408163265306122,0.163265306122449,0,0.0204081632653061,0.0612244897959184,0.0816326530612245,0.428571428571429,0.0408163265306122,0.102040816326531,0.0612244897959184,0.36734693877551,0.285714285714286,0.102040816326531,0.0204081632653061,0.0816326530612245,0.0816326530612245,0.0204081632653061,0.163265306122449,0.142857142857143,0.183673469387755,0.183673469387755,0.26530612244898,0.0816326530612245,0,0.0408163265306122,0.612244897959184,0.122448979591837,0.0204081632653061,0.102040816326531,0.26530612244898,0.26530612244898,0.102040816326531,0.285714285714286,0.142857142857143,0.326530612244898,1,0,0.0612244897959184,0.938775510204082,0.0204081632653061,0.0612244897959184,0.224489795918367,0.408163265306122,0.285714285714286,0.204081632653061,0.306122448979592,0.204081632653061,0.0816326530612245,0.0204081632653061,0.0408163265306122,0.102040816326531,0.244897959183673,0.244897959183673,0,0.102040816326531,0.73469387755102,0.0204081632653061,0
"200_0","MRW0160","MRW0160_2007_10_10",200,0,43,0.0697674418604651,0.13953488372093,0.255813953488372,0.325581395348837,0.13953488372093,0.0465116279069767,0.0232558139534884,0.0465116279069767,0.13953488372093,0.372093023255814,0.0465116279069767,0.0930232558139535,0.0930232558139535,0.395348837209302,0.209302325581395,0.116279069767442,0.0232558139534884,0.0930232558139535,0.0930232558139535,0.0232558139534884,0.186046511627907,0.0697674418604651,0.162790697674419,0.255813953488372,0.209302325581395,0.0697674418604651,0,0.0697674418604651,0.697674418604651,0.116279069767442,0,0.116279069767442,0.302325581395349,0.302325581395349,0.116279069767442,0.325581395348837,0.162790697674419,0.395348837209302,1,0,0.0697674418604651,0.930232558139535,0.0697674418604651,0.0465116279069767,0.209302325581395,0.395348837209302,0.27906976744186,0.186046511627907,0.395348837209302,0.209302325581395,0.116279069767442,0,0.0232558139534884,0.0697674418604651,0.27906976744186,0.186046511627907,0.0930232558139535,0.0930232558139535,0.627906976744186,0.0697674418604651,0
"201_0","MRW10","MRW10_2007_8_29",201,0,37,0.162162162162162,0.162162162162162,0.297297297297297,0.243243243243243,0,0.027027027027027,0,0.0810810810810811,0.0540540540540541,0.243243243243243,0,0.216216216216216,0.108108108108108,0.351351351351351,0.162162162162162,0.027027027027027,0,0,0.0810810810810811,0.027027027027027,0.135135135135135,0.0810810810810811,0.216216216216216,0.189189189189189,0.135135135135135,0.027027027027027,0,0.0810810810810811,0.594594594594595,0.027027027027027,0,0,0.189189189189189,0.324324324324324,0.216216216216216,0.0810810810810811,0.297297297297297,0.216216216216216,0.972972972972973,0.027027027027027,0,1,0.189189189189189,0.0540540540540541,0.162162162162162,0.351351351351351,0.243243243243243,0.0810810810810811,0.486486486486487,0.162162162162162,0.0540540540540541,0.027027027027027,0.027027027027027,0.0810810810810811,0.189189189189189,0.162162162162162,0.216216216216216,0.108108108108108,0.486486486486487,0.189189189189189,0
"201_1","MRW10","MRW10_2007_8_29_Rep",201,1,40,0.1,0.2,0.15,0.3,0.25,0.025,0,0.075,0.05,0.4,0.05,0.15,0.1,0.275,0.275,0.1,0.025,0.1,0.1,0.025,0.1,0.1,0.275,0.1,0.175,0.075,0.025,0.05,0.675,0.1,0,0.1,0.225,0.3,0.25,0.3,0.3,0.4,0.95,0.05,0,1,0.175,0.05,0.275,0.35,0.15,0.275,0.45,0.2,0,0.025,0.075,0.125,0.125,0.175,0.175,0.15,0.425,0.15,0.025
"202_0","WB0296","WB0296_2007_9_18",202,0,63,0.0952380952380952,0.126984126984127,0.222222222222222,0.349206349206349,0.158730158730159,0,0.0158730158730159,0.0476190476190476,0.0952380952380952,0.349206349206349,0.0476190476190476,0.111111111111111,0.0476190476190476,0.365079365079365,0.158730158730159,0.0634920634920635,0.0317460317460317,0.0476190476190476,0.0634920634920635,0.0317460317460317,0.158730158730159,0.0952380952380952,0.126984126984127,0.206349206349206,0.174603174603175,0.0317460317460317,0.0158730158730159,0.0158730158730159,0.682539682539683,0.0634920634920635,0.0158730158730159,0.0793650793650794,0.206349206349206,0.19047619047619,0.0634920634920635,0.222222222222222,0.111111111111111,0.349206349206349,0.952380952380952,0.0476190476190476,0.0317460317460317,0.968253968253968,0.158730158730159,0.0476190476190476,0.174603174603175,0.349206349206349,0.26984126984127,0.158730158730159,0.396825396825397,0.19047619047619,0.0793650793650794,0,0.0158730158730159,0.0793650793650794,0.222222222222222,0.142857142857143,0.0317460317460317,0.0952380952380952,0.619047619047619,0.111111111111111,0.0476190476190476
"202_1","WB0296","WB0296_2007_9_18_Rep",202,1,52,0.0769230769230769,0.115384615384615,0.25,0.326923076923077,0.211538461538462,0,0,0.0384615384615385,0.153846153846154,0.461538461538462,0.0384615384615385,0.115384615384615,0.0576923076923077,0.365384615384615,0.25,0.0769230769230769,0.0192307692307692,0.0576923076923077,0.0384615384615385,0.0769230769230769,0.153846153846154,0.0769230769230769,0.173076923076923,0.230769230769231,0.192307692307692,0.0384615384615385,0.0192307692307692,0.0576923076923077,0.673076923076923,0.134615384615385,0.0192307692307692,0.0961538461538462,0.269230769230769,0.192307692307692,0.0576923076923077,0.25,0.0961538461538462,0.384615384615385,0.942307692307692,0.0576923076923077,0.0192307692307692,0.980769230769231,0.230769230769231,0.0769230769230769,0.134615384615385,0.346153846153846,0.211538461538462,0.211538461538462,0.384615384615385,0.211538461538462,0.115384615384615,0,0,0.0384615384615385,0.192307692307692,0.134615384615385,0.0384615384615385,0.0769230769230769,0.596153846153846,0.173076923076923,0.0576923076923077
